NE1710948,151,beans,7700
SW2010948,120,beans,5960
SE2010948,148,beans,6560
NE2810948,152,beans,6850
NW2810948,116,corn,23544
NE0810948,136,beans,6150
SE0810948,147,corn,28350
NE0611048,152,beans,6776
SE0811048,141,corn,29176
NE2410947,143,corn,28014
NW2611048,116,corn,24150
NE1611048,28,corn,2970
SW2210947,78,corn,12018
NW1801948,145,wheat,10295
SE1610948,129,wheat,7334
NW0411047,32,wheat,1640
NW1610948,76,beans,3260
NW2110948,32,wheat,1835
